block_hash,validationPeriod
0xff13f309f95de0928b834d8a672c3744633a59e257e7fbcd2d3d852b704c96cd,0 days 00:00:00.000143
0x4e6f19469b8c9f0dab5235ada51585f425afa9f9b3898aea8e1e45e13fa2ffaf,0 days 00:00:00.000128
0xcef96aaaeb340602e92182d16f435dab4b512955693f92044f4aefc95f19da27,0 days 00:00:00.000147
0x92d88b05721cd4a11256822c1b65e52ce1456fdb21f29839d1848922b8cf91d6,0 days 00:00:00.000143
0xb00b5b5a3d3607071eb4ef979c2d4ced0a6fb5c284bd0f340dbcd8c8fa528c21,0 days 00:00:00.000162
0x0f5d375237f567c8d60b4d2010b41a8aa948399e8a3b72bba1b7d4860f6190d4,0 days 00:00:00.000199
0x461886e1644fde8ea66f44b62af83963f1334a2ab8c4c70aa4245017ecdae2e8,0 days 00:00:00.000158
0x4e720e059ac90d729b9aeadb1d164d63751f8038105f526050f26c9827de23eb,0 days 00:00:00.000032
0x9689b972c08f0d8e344f01ce30de24ca4fc8fa51a40febb4e6ee7644d66e5b57,0 days 00:00:00.000144
0x62ffeee8e371d9eb42eadc435a2952bf8663a9a8d5404a77ac93abbf75c8aeac,0 days 00:00:00.000033
0x97676731c48900869101fb5c537977ec0b52cd655557e827f26d814451f5d701,0 days 00:00:00.000143
0x5f6bac3916b9781f62552283c58c9f64bebf344fd895512d2bcdc2af51ebff41,0 days 00:00:00.000141
0x1e0ab4b8410bf4ba28c0fd0756758518f2d230ae3498f5aef10790aded160285,0 days 00:00:00.000180
0x4ad76c2944548ee9e45f11c5bdff79e35b421ee1e031e1869fa1fb647845d2aa,0 days 00:00:00.000153
0xdb52341c40bcb120979cd2f7c6c8afe8310624ee1671ef746986843963fa46bd,0 days 00:00:00.000176
0x585f0d0e17508b4e8fa8a9cc0a3c565524b4ab627a65977debafe760a54d2db1,0 days 00:00:00.000190
0x29ab72e18117885c5b47c7f7b6296303492f45eaa124ea0c973b323ff3d788a8,0 days 00:00:00.000033
0xaac3c26102c3e92b5525dd8840af0f8d91d998bef004de966544c5b2d4b6a760,0 days 00:00:00.000157
0x7544a58b6efe8f7a86e5e77f43ef43e623aa9dfeef218398a60520083d214599,0 days 00:00:00.000140
0x47a0cd97ad3bf01deedc7cdee2946a725868720aa70c1ba52c58832faa2bf7d6,0 days 00:00:00.000065
0xc8b6bbe957a5588087e3824ab64cd16dfdd7bd9cf0f4e250a6c392897e566926,0 days 00:00:00.000158
0xbf9498dc44e3d43a8caae1ca59871855b9179de0ec6ba2ce3a5f51a956d89480,0 days 00:00:00.000067
0x331393706871664cd815cf853bcb23223304abc3a228b2cb2ff805ebcb95f05d,0 days 00:00:00.000220
0xa0c2d7025c9c1e24bc5e12a05585a77fc0ab40da5c73d03e62f443342adbeb87,0 days 00:00:00.000111
0x051cd4d0647f35ec98dc1e3ed1c2343d6edcb02131da6541f09cb41c4153379e,0 days 00:00:00.000161
0x2d946ff5b89ebb454bac2a91f8c1aaa3d55fedbc00f73145c2ae78313deb10cf,0 days 00:00:00.000158
0xd9d7e5049f074c39b1a45840a40db9ba0cc0ec268f482245a1f40956ab2d6070,0 days 00:00:00.000207
0xc4f311898ba8b826cbd41ae08065c3d104b4e6091ed5d874dc4c11bac86800a3,0 days 00:00:00.000162
0x841d56bce1e41b932a9c576005d36033869def3783c561c7fdcae47c528ff68e,0 days 00:00:00.000154
0x1092e50bd975d0c9a938e94fbf830bb5bf07dcd501e8a91bc6d18012222aaf17,0 days 00:00:00.000162
0xba1314628393a3d6e8ddb1eb5f0b912be569d28fbd32b1ae4d733bfe8cfc9cad,0 days 00:00:00.000120
0x383eca42d1307c2c32e96d0af7c9ec9bc55cef06c09344178a6e62685a7bebfd,0 days 00:00:00.000153
0x356c076150ca8f8c780c47bbe293199726a7e089666a3844af5a337b5c845f3a,0 days 00:00:00.000068
0xe8d008407d297441cea70a5c6e41461ab64a53e5b35180237851f754def5013c,0 days 00:00:00.000110
0x8ecead81cf14a9b954c1804f66c3ab204d613da390fd4d741f9c32849fdb580c,0 days 00:00:00.000165
0x99e961efa755ba05d39fc60a44c9db236aab57ff677199bd22b19f3f27720461,0 days 00:00:00.000165
0x415fdbb807a36c85d619e8fe6a2ffe05509bc2332eef8796733876fef9db0b48,0 days 00:00:00.000093
0x2f0d0efdfa2ea60335e1af79eaffa7e25e5919a085db5b7d03adeded0449121d,0 days 00:00:00.000044
0x286e59623656c34afc290532e290098e395429d20f668d948ae62de446f33bd7,0 days 00:00:00.000161
0x3a4ea6e5bf0436e5830f1a5a022c18836ab4f6ca1c1655cb59dad1ec363cb7ff,0 days 00:00:00.000033
0xd36cd62d55f38abd647055e8c7bdd947d4a750ae98edc168d470679ca5e09025,0 days 00:00:00.000229
0xa571dbd13a46b38afd7d6b20bf01eaf81d6f7ec0423f9115384eddf4af70e881,0 days 00:00:00.000164
0x918b2f848618462b6646d07c935eb71e14c9964eaefaa9ce4b398beda1981780,0 days 00:00:00.000032
0x486123c509e382071cd24946ef48f79f951ef2b6f2d0146ae3ae8ae694820398,0 days 00:00:00.000167
0x3ad5df2f00afc01119f855c03cd16c7c51fde903e4e4de53ce9ccec7e70e85f0,0 days 00:00:00.000175
0x5acaa1d20c3de2b18c7cd79bcbb26ed246d12bc24990ef610b3f9509da44dda6,0 days 00:00:00.000024
0xea4b9e2f99b4d4b16aaebe40ef8998b5fe6b1706c45aeb957d821ef21286ec0d,0 days 00:00:00.000166
0xfcf827a5f94ba5727e9aca4ce9adbb97d6525807d3c9c735f16105056add0ade,0 days 00:00:00.000145
0xdf12ca0c7628d785e118885d552d92bb962b5bbdd815d71991ce4f27e200521a,0 days 00:00:00.000034
0xb4d73940beccade657aa74a9ecd82c66bc4a2c01baacbeb825e0cc77c3161d0d,0 days 00:00:00.000025
0x7091ffaa1d5417b71d54b230ec46accdfbcb5e04b9f7c0ee20e7c7311c2acc2a,0 days 00:00:00.000057
0xa0f8d0964d56c0d1d553524bb16ddf4c2ee72dbf26effb1a30b3885eaeac0edb,0 days 00:00:00.000099
0x194d5e288679c5f28a089e0ba0955c503a69a776d558a45a647b0cddc619ee2f,0 days 00:00:00.000071
0x5c8b7081772587d8ccaf3da84e03e09cb5805b37ad9cdfcfc25d8a79c33d6c6a,0 days 00:00:00.000168
0x714540e72d4ea0ef02545b5cc139ca89376212266e08c297b7a124f7a3ed2d00,0 days 00:00:00.000143
0x385bfe161522c6b4c8aa41286a77df09b0ff4adb77e72322499947f10592eaa9,0 days 00:00:00.000188
0xdf7ad65143c3fc333e84516a9e07e67c6265797e2bf1c97897722ac77c5dcf8f,0 days 00:00:00.000174
0x76b34272814741fa48fc4582df8c245783617b78564c57be2b15bcc079a0bbc3,0 days 00:00:00.000138
0x37c394edf6bac86c4fdaea526ef1c1b5085c7f158cbeaf91af870cf6e3698d7a,0 days 00:00:00.000036
0x6500d646f6ed15b5c7f904bacfa994f3842aa9ea88063a5b951cd57baa136b1f,0 days 00:00:00.000177
0x9e9f8624e865d5aa83377b8611f01948a28c3b7862ba834c93ee202a5ea83f09,0 days 00:00:00.000054
0x8e584bb55e2840880e6b8c5759a4d9ea08acccbfec7224a68d0e422e0e6c9df3,0 days 00:00:00.000189
0xaa091ed43ef79e606814dc6c2fd86d6c380da6dc906aa190ed07912fa1fc6a6e,0 days 00:00:00.000035
0x06ea2b41804b085ada89fa4143b98555b0aec1c764d3ccf462ddacd39f0bb7d2,0 days 00:00:00.000172
0xdc35dca5d561f96b0b47953e838bb68939c3a3ebf794cc26f4a81d40d8ff06df,0 days 00:00:00.000034
0xdae29bc5e1edb5ada8433529c8eb63b538942c9dab64ae236f75adc5cdb5cf87,0 days 00:00:00.000213
0xc0816c9abf270832d4cae5b42532abb81787ba931c3110633dcad0a9cb0d0468,0 days 00:00:00.000037
0xd58266e80fe167ad09e79a6bdecd860e8baffe7bd24681a235637b3f2d7142f0,0 days 00:00:00.000161
0x2e1de06bb9e3411a037ea30dc9a418c50013a203697ee3ea4014164da0fdba41,0 days 00:00:00.000039
0x64d4a2bdd9c8963e0a16c7ffdd75fa64da95c9453454e390b1432282dd7c6389,0 days 00:00:00.000056
0x50353e02a9d5393aeab7f3578a8c5f37f99be53556bb3c678b240bf6798b8965,0 days 00:00:00.000040
0x069b681025061a4a6d08b558385dea3ba1d6d7b972098a4f85a761f32f49d028,0 days 00:00:00.000039
0x2e7257360181ad23fdcbc5733d8067ffe8284123548322e945c2b22b031b63d9,0 days 00:00:00.000033
0xcc412db32450e99df9905c20bec2defb5a4630497c4dbf5eae6ff3d519a4eee6,0 days 00:00:00.000050
0x3d09d49195f90adb52672737769c907d54a5aea8f42e314a0d6ac9601e96401d,0 days 00:00:00.000031
0x2e165635d2de6b38794d278fe9d95f5c395b3ddf816d2114a5779947b4ec3571,0 days 00:00:00.000034
0x524881b35035de014a0cdd7240a6d2e0ceb8c47427b0dec38bcd0556f01529cd,0 days 00:00:00.000032
0x884c9388170ba905238252443dd7fd64a77bf2453279ecb8f01c0d904b4b452e,0 days 00:00:00.000054
0xd95faa589e8ee55a943afd2fc1307fad1ecd16e5e7ee7db7b049a509b2f617a1,0 days 00:00:00.000032
0xe425939165b7cf6f64304bfac05eb9823a55f8aafe9b74bc72aaf18b7b39daae,0 days 00:00:00.000032
0xf8da20f77025b3860f117afabd20a2c67cc7c19bde42a720f3f995dbe49fe3e2,0 days 00:00:00.000058
0xbfe7daf517dd0d852379cecf29e684829ccdc7e5c56b12a4ade9a5a3490dc37b,0 days 00:00:00.000030
0xe323beac004351d5b5a1d76fe5bec1f646072e415ed13a138d34a2d35c8455d6,0 days 00:00:00.000039
0xa6312856a0b121ee7425fb06a332e1192f5dc88aaf1dd2e26fcc05623c9989ef,0 days 00:00:00.000055
0xad94fe5722fddb4bc35e1e9edb4b7d7b7ca0b7e322d96d312729d1bdb17952f6,0 days 00:00:00.000032
0xc623f110c00b1a7c44c8c03e94d0826d323db8a3b31eb7ef7fc3d57dbb7f9ea3,0 days 00:00:00.000047
0xa8f0389bd54d8703fc0159504f2447f36438745f6cae1ff105a652d5ad750c70,0 days 00:00:00.000033
0xed395908cd3c29ce206f3aea927e57f28a36d34d9ae29444f20d2310c7095b34,0 days 00:00:00.000039
0xe18d57bcc995e2f0d7b134b0e93f388125c1fa9917ccec55252ac46ce7fa8675,0 days 00:00:00.000038
0x5e04df12c0b6a8a42add1a9e667ad1484fd72717cf0f3fb389b8c2604689afa8,0 days 00:00:00.000194
0x2ff1e87172e5041e3ad1eb773fe7c866121addb44a0d59e0ecc039f1316412d3,0 days 00:00:00.000045
0xbda01d9ff3f849d298e6bf7b2e5f49f719f5fc41c21213d42be10da118c3dab1,0 days 00:00:00.000043
0xa399767569a36ef1b17f037590b7a55e139bba670085025313d063997f4cfa50,0 days 00:00:00.000032
0x0bbcb7c80d38204cd57e6d20807dd8d875ed83a155f1c9cf91d64c7ef5fe8b33,0 days 00:00:00.000033
0xa0080a65a989a2de4572a5dd136e588be10bd26bf15f34f7d45b4e43dc55dfb4,0 days 00:00:00.000041
0x3891805c7a8bc0724cbaefd4a2060e2176419d4132ab96f890bba7c1b2ee38f5,0 days 00:00:00.000037
0x5f64aa747fcaba5d3e59ff54d68d90beffbc49a7b76546d59784049267e1d433,0 days 00:00:00.000066
0xf6d22973aa541b41ab7329278971cc84721ec9d674c1ae54b0beea26a9fba407,0 days 00:00:00.000177
0xfac386d8106be88d035afe3bca43eef371ef5a5d2f639b4af09263893044251b,0 days 00:00:00.000046
0xb3e91691cbc48ccf4d1dbfdb6a48056ba75b3b6897b5d38c3236c3fa3ced92c1,0 days 00:00:00.000037
0x495cdd56c32b9681a608be4a7d03711bba4e20bf4ccadfc6da7a6be39c887c15,0 days 00:00:00.000031
0xbf324ff9d95f5d37f5b067ac5222146d443a7a808d1f88c9b67bf56c08ecb316,0 days 00:00:00.000043
0x6385ce249db62de4546cf4c0be007c268df70c2e34f0c7e2d40df0e82e9ca321,0 days 00:00:00.000038
0x6fddc968313d5f8138137269b6ac405215aae756c9541bb89ede8abcdc880bcd,0 days 00:00:00.000058
0x3fb8f82895b75a9d2986725d607d76b0c5f50302d67f2bd35dbbd079b5000227,0 days 00:00:00.000031
0x761712ad97402c625919641aeef1b99f731c6bf164156ac55a37ee0995bb65a3,0 days 00:00:00.000031
0x186c24272467eb24e5245cda63344e2f2258d0f489a5261e7b011066ee4849da,0 days 00:00:00.000194
0x8fa6bbc044b58bc2b1f8b10360c7032427b058c1d9de05873c00ce0af2182793,0 days 00:00:00.000047
0x8a1ccee8fd6072fb431019d2af59ec1a0e4d606327be7407f1c47c424ddc3983,0 days 00:00:00.000036
0x9ed63c08d309842037d7449c667561d044ce9cc0c86bb023db27c85fe4b8a2be,0 days 00:00:00.000037
0x4b65e095fb19551915b6a8a07c6e2940d063e974c0df61e4db1b0e4ef82742fc,0 days 00:00:00.000029
0xd9fc96adc0aa831c924b89eda942ddcb33a496822ee8fd5fdbed401ba927c5de,0 days 00:00:00.000040
0x970f3ab4a27a34f42cde007412d4a9191b3fd2e5cadb7e21a61f0844887daaa0,0 days 00:00:00.000041
0x9de8a6b440b895c952c0955fda1934ba3ea94bdfe7d5bd2e6630420b78561bf8,0 days 00:00:00.000041
0xd4f089092a1ca57786de23ba9364f980ed282825edc3579e93b89068acc96168,0 days 00:00:00.000155
0xba4a96c5672ae11f86123ca8bd00a166267cd1a8df9e8b4fd766820305f2b1a2,0 days 00:00:00.000041
0x72c69b1560178722d9f52aa609ad0fe9732581e5f9afa60027afb6889a91c037,0 days 00:00:00.000037
0x9c95ef1305f6cc4d939b34737469056222a791e9fae8efd0c3987ecdcbb75457,0 days 00:00:00.000030
0x3e846346df4a4ab9efe96fdd28136b551a7a865c9415b5f98f174fd7ddbaa9c3,0 days 00:00:00.000921
0x0029b4dec104422df1949f4f9379f045762bcefa0190ca804a72b943dd010675,0 days 00:00:00.000038
0x3c2bfa18341af2e3d2eb3c954160dfb5fc67c98d5624b4663d7858e6586f6a3a,0 days 00:00:00.000039
0x0b880d59917bc9240a4e8bcdfdbba7d28c40f822856fe527a95700e258e6d70a,0 days 00:00:00.000031
0x55623c24baaef052a776e7d6bd55c1600ff94c0b7af039deb20985bdabccf786,0 days 00:00:00.000039
0xc83bdd1432c9c465364055f65b3ef78c3327808b54e94884bf84b1c4b280079d,0 days 00:00:00.000045
0xd7b49420c8111a00c72e33198c2617076a153832c88363f11ab103042345d94c,0 days 00:00:00.000076
0x03be97f0fe54b76a804a3d80aef13ea7784f29a2c21790df030c308a4f7f86fd,0 days 00:00:00.000030
0xd08c0cbd1a194e04dc7c0226264410893d18219083e9c8a5ab3ff9effd96ecc8,0 days 00:00:00.000041
0x2f1eb07e461059f39ebf0a9e614b1f5628cded9a40d8b1eb21432b7bc215e290,0 days 00:00:00.000033
0x502186516294c1f8c9227d226c021d65ccc4e2a20796dd7a5f6b10fd8db96062,0 days 00:00:00.000036
0x4abffaed9f02fcb64f2d304924ccf07f454d4f9a5566d382a9c74aa82615987d,0 days 00:00:00.000030
0x70cfcdd82c8641fb80b1d66f165cbeb2ec5e3aabce542980ec53074d3b083b90,0 days 00:00:00.000031
0x13d2cbd86d40ed813e1cdbc12b9c8c6df5a6aba5fe8219f62ed5fb8b337afb79,0 days 00:00:00.000148
0x9d9e7a6c628418a672cb91fe05d84c87bf2084710508b4091662395a55eabd55,0 days 00:00:00.000035
0x740e8a675aafd90e51a578c3e5a853f707221846ede8f42e352c628cf79f2242,0 days 00:00:00.000161
0x16de37f74035f563ae8ec987418ca21014286913cb8501682ff915ce677da67a,0 days 00:00:00.000041
0x81e174bc8a84708dace9910120aa614d22c6e168c69f07986f163baecbda3148,0 days 00:00:00.000159
0xf1d28276196027fd4e58f25156b326c17b02acb156fb3a35e461db5c6186e29c,0 days 00:00:00.000035
0x1cb28b25394444bea21acb2b9e8394aaa5e673d4d1b5a16b4575ec9e7469ca35,0 days 00:00:00.000053
0x129c4081d1725a4d514e7189106f314d1e789826851dd742122071ffa58e6a4e,0 days 00:00:00.000034
0xd0d48c8ea3eee62f74b4200a796411c0f3f268780b2b32ba87310f49c482643c,0 days 00:00:00.000046
0xbcf2d69556f76e44721878c15c25002faa05eb65e444ea6e54279b8c8f19e515,0 days 00:00:00.000033
0xddd7be6ce97fb1b88fa976e2a629d4aa6872e110fec340fe25144299de599542,0 days 00:00:00.000219
0x6aebbe3f4d07885157257ad2f78b939d1a1f989556662cde07a9ab153057fe3b,0 days 00:00:00.000032
0xf92a9c95adb18e30e4435404a2a4896fb0ba0862481cc32def923dd3f66cd92d,0 days 00:00:00.000038
0x148b4a788a2bfe11cea8dfb209e03f86b35c3ce432c232cd2b57e80bc7d7a246,0 days 00:00:00.000042
0x3acc195bb086b450cccb5b79ca4725bb3eeabd73cf6f77bd9b7cefd6401dbeaf,0 days 00:00:00.000033
0xa78170e9c48ed0830deada859f98426c284d0740f85b43df8075f727aa63043c,0 days 00:00:00.000033
0x69124e0ff83a451d920b026eb4bfbadb76a19949fec9362faba1936b1f534f98,0 days 00:00:00.000033
0xe90ca3ad471e2210906ad8a8fe27c3bad1064a2ba4440b0bf8fc7c5f71a0862c,0 days 00:00:00.000029
0x3cbfdf607abc7aa8d4274a2d2d0f59106c2a7a699f41d285e8a8675cb1ea2cc8,0 days 00:00:00.000033
0xa8489c750521d02aa3fae3956efba1296614cf36deb044d0a915887111049810,0 days 00:00:00.000035
0x8103ee391f3715e0637cd4b3217320c300bf578ec62bea901eebe018b31caba2,0 days 00:00:00.000033
0x4cdf28ff57d40dceb84b95248cc0fe49b8db8821e703ff46290690a730f02d0b,0 days 00:00:00.000043
0xa3ba9daafc445d696ce4d55522525bce1179803b98bbbe9d55e5fa5c910cab7d,0 days 00:00:00.000061
0x977f67b8c9328701b0b7075996653b022678af8334d9d123404f40e11638f100,0 days 00:00:00.000049
0x2c56b90339f6dcfbbab4b1292a6a0353998e602fc34d58a9a3a1eee59c7d9a94,0 days 00:00:00.000032
0x0e827c8cf642d1f8811dcc3643a1047c3339dc561ee7adeffd3e7f91efac7fd6,0 days 00:00:00.000031
0x5a87fc7cb7d026b294358039a844d0a9596bac5ff6c316b7733f34b7d8b65f90,0 days 00:00:00.000098
0x51b6b2f49384e2112f3c8413ac5bc891740ba36a4eaef8e9c47feef846a9b2f6,0 days 00:00:00.000031
0xd0856ff595d11497289d1efdf2bf674d9ce15507c94bfea81766b9fd48df593f,0 days 00:00:00.000033
0x7313e8c2dd017228411dd4b0049770c4bdf3cb0cbceb96367218acecc924136f,0 days 00:00:00.000028
0x1562cf719d15101b5f6998632fc58995583addc80c0e06a7a6bac216e96152f3,0 days 00:00:00.000041
0x4b78cdabe7b2ac829c8ea2030a052defa9eebf7bd0fabf3082327b5ff180baf7,0 days 00:00:00.000163
0x6305bcbeae250c206dae47f5c497e5bb15814e065ea80e4c69af83c06b4d54ad,0 days 00:00:00.000049
0xd7da3dee3ab414930d52b12980a7d6ce093653d6547f42f2a3f1d34cbeb4bf75,0 days 00:00:00.003244
0xd170a49b130fe7e0259f32960f804c52ce751b283cad5478586e6d811ea87a1e,0 days 00:00:00.000047
0xe05035a37d6469471b82fc11c498b002d99443d3b6c4f0d803ce6b4ad3a2c262,0 days 00:00:00.000029
0x37d1a114e4a143f21c61cdf4332211aea3df2cb7dd1e28b7fcfe0f59651357cf,0 days 00:00:00.000033
0x55149557b84740f5080e6e2f3bb39c51c08db06495a969814384bde5843d499c,0 days 00:00:00.000029
0x7bed2c9b31a82274f6bc81032288bc517822e0a717557413112fe7e662532ab3,0 days 00:00:00.000031
0xdbaa7f04ccda4b02bd3cc6a7ff5ee182eb6fdb4a365b969f4a29eeb2b4261f96,0 days 00:00:00.000041
0x8caef3e9c468a272e1ba4426df1ddea3e12479b648cca531f6019eef758f6670,0 days 00:00:00.000030
0x58852610e70c8bae7c09eb36a2dbee50749101f5bd4af9a20be33e805d30ddbf,0 days 00:00:00.000032
0x3ed6ceb8de6d7aabaaea97f2249f97fea9ba60376f68053722e6615d6836b098,0 days 00:00:00.000230
0x1118f5be081cf45aa6ad1c6fdd11c7d889ac82f5f7da56e3656d2ceefc47e14b,0 days 00:00:00.000040
0x1e0c7491f722cb09cfd260e9c2db9acff678e9751f255678735f4e146db03bad,0 days 00:00:00.000046
0x69dffbba7bf1b22477e617cad89b9007f1c8284805a70c1090e7c8c8aea8e33e,0 days 00:00:00.000198
0x04c6d041d1441504290106349fdf92a82290ff51cead0bb3bec301f3534da591,0 days 00:00:00.000051
0x53ad9d340123a150cb70787db0e19b8ee1533f784350c781c76ef2fe08e77275,0 days 00:00:00.000051
0xf75b472ccdc9061c81ab42a1c767990e71e02ced288d593912160470e838ae4a,0 days 00:00:00.000174
0xe191f2bdb26b12bf43fddf2ef921e2dcfbef109b2ff2d685c80d42cb34814dab,0 days 00:00:00.000177
0xd446d2a47905904111a760925b3af0cb828761a59fd194fe8f2c7a35d25834ad,0 days 00:00:00.000031
0x5b57230976c8affaf528c39cf0ba345fa7044b09c5391ec7b9a0896990ea579a,0 days 00:00:00.000058
0x96fd5e4aa67e89644cebc5dd150dfe5b0dab3d6accf0106c8f8d906341c66916,0 days 00:00:00.000039
0x24041d087d0e92365b6b68d0cc647dbda410fa1a5c5e714c2809f8a95f4a3a96,0 days 00:00:00.000035
0xbf60733d9bcc1ce242c433aa5ce3f124c15373dd618462b8fe7d1bc3cdd273f1,0 days 00:00:00.000034
0x6739b6a2999b52d48a7b83f48a936ac4d6e6cf4932ce5c517d7d7d34c901e648,0 days 00:00:00.000031
0x7462fac4aeaa48e284b68fbfe05301e608ccd855d4ecbadb7d933b5a40ecc70f,0 days 00:00:00.000030
0xd88961939efd8f746da4439a55888d6afda1ca658bcab5a6830efabd34aca168,0 days 00:00:00.000039
0xd6f22d5087a0161bee12d3e7bc38a0f47ef9f4707dc67ea21111a9b685795323,0 days 00:00:00.000039
0x2ee7c5bd944ca28628ea5e9ce60f6f222c4dda2cba14d421ccf2117a389fe296,0 days 00:00:00.000042
0x540c60a9b9af890cbc530c6362b877f292c222032475eba786e4ca087edc8cd1,0 days 00:00:00.000029
0x4aff2c23710e071874e87005d6517924f4ac47514bdaddd22a36b44a8577f235,0 days 00:00:00.000040
0x7c8f2416f5b741815d807f0804d0a1162a07007bc2b8a9a88e02d67731e917c0,0 days 00:00:00.000035
0x1e900d24ec6e6b1d38489acfcd8b38533beca001b7efd2624a0e0e2dc7b51a66,0 days 00:00:00.000042
0xed49707b19cc9ae95e64d047e3baa07bdcd3072ed83e0ab4b69b64d213392a52,0 days 00:00:00.000048
0x55c743f22d51b5292e05372f762c5d36c551a976e425ebed0bf31e464b193d51,0 days 00:00:00.000030
0x813045b9abe4c0f9b79f8e259b3df86990e9cecfb9aed16fedbbea0962206fc5,0 days 00:00:00.000031
0xdf28b17e18354cab6fdf3a005b33ac95d51312395967b58af2a7f0d092d5991e,0 days 00:00:00.000036
0x390313939edc58b0f4f542bc1c7536fe96abb46d57e84e29d09faa93693681b4,0 days 00:00:00.000025
0xd0c439df8a3795706aee31dce27038e4c4dbbff7b7faa1838c08a2759b5f9ecd,0 days 00:00:00.000169
0xa4752c304801f46653a85e1adb3aff950527933a872362eb2219b2283d1f48d2,0 days 00:00:00.000034
0x17482a3f9e5fcd6506a1bf25bfff6c7df3671a4aac32e381a7f444307cb6dcf3,0 days 00:00:00.000120
0xe7c223a6e5ee62a63eb5d39bb461908e47a422f61cabec3b62e9151a6b1e628a,0 days 00:00:00.000031
0x7b027264d9cdeff6cb8508cf1bd18c52c8d6f5f2a7e9a7c732b75e6e527d2722,0 days 00:00:00.000062
0xf44f40d41531ec7d2fbb95e235c60ee337fa574d212301b76ffa404fb3ac515e,0 days 00:00:00.000036
0x52d9ccb452f9f948c5c5d4659d16a74c6ffb42e210d5d9d27acff07d2dcd5653,0 days 00:00:00.000033
0x77db0b92aa1127e3b45d69c058cb78fe15fbb70ed878a87c74aa7cdecec44647,0 days 00:00:00.000059
0x6f9f3035967056abcb1ff1f115fa25ed4f0f99196cd128de7b921f9682d6927b,0 days 00:00:00.000054
0x955f11142e63454f8b2f7b53e1bbd6a9ccd6ce1863f8a24e0b9126ff7c2b7049,0 days 00:00:00.000042
0x1f7e619c2638b138a81f6f3b67393cb11ccb066c77468adaee2f0e50d52da978,0 days 00:00:00.000064
0xf2c7d470811018c384f612a704e484235c2beea8ecc380ee2b6c972284446bae,0 days 00:00:00.000066
0x3293cf1ba3e49761f91ff3ab51aba34306aad5bb810535df154befca155205f5,0 days 00:00:00.000030
